0	329
1	314
2	311
3	304
4	296
5	289
6	287
7	281
8	277
9	270
10	269
11	268
12	266
13	262
14	261
15	257
16	253
17	251
18	250
19	246
20	245
21	242
22	238
23	230
24	226
25	223
26	222
27	221
28	220
29	182
30	180
31	179
32	178
33	176
34	175
35	175
36	174
37	172
38	150
39	148
40	147
41	132
42	129
43	126
44	122
45	120
46	116
47	116
48	69
49	69
50	69
51	69
52	69
53	69
54	68
55	67
56	65
57	37
58	37
59	37
60	37
61	36
62	36
63	35
64	23
65	23
66	23
67	23
68	20
69	20
70	20
71	17
72	17
73	17
74	17
75	17
76	17
77	17
78	17
79	14
80	14
81	9
82	9
83	9
84	9
85	9
86	9
87	9
88	9
89	8
90	8
91	7
92	7
93	7
94	7
95	7
96	7
97	7
98	7
99	7
100	7
101	7
102	7
103	7
104	7
105	7
106	5
107	4
108	4
109	4
110	4
111	4
112	3
113	3
114	3
115	3
116	3
117	2
118	2
119	2
120	2
121	2
122	2
123	2
124	2
125	2
126	2
127	2
128	2
129	2
130	2
131	2
132	2
133	2
134	2
135	2
136	2
137	2
138	2
139	2
140	2
141	2
142	2
143	2
144	2
145	2
146	2
147	2
148	1
149	1
150	1
151	1
152	1
153	1
154	1
155	1
156	1
157	1
158	1
159	1
160	1
161	1
162	1
163	1
164	1
165	1
166	1
167	1
168	1
169	1
170	1
171	1
172	1
173	1
174	1
175	1
176	1
177	1
178	1
179	1
180	1
181	1
182	1
183	1
184	1
185	1
186	1
187	1
188	1
189	1
190	1
191	1
192	1
193	1
194	1
195	1
196	1
197	1
198	1
199	1
200	1
201	1
202	1
203	1
204	1
205	1
206	1
207	1
208	1
209	1
210	1
211	1
212	1
213	1
214	1
215	1
216	1
217	1
218	1
219	1
220	1
221	1
222	1
223	1
224	1
225	1
226	1
227	1
228	1
229	1
230	1
231	1
232	1
233	1
234	1
235	1
236	1
237	1
238	1
239	1
240	1
241	1
242	1
243	1
244	1
245	1
246	1
247	1
248	1
249	1
250	1
251	1
252	1
253	1
254	1
255	1
256	1
257	1
258	1
259	1
260	1
261	1
262	1
263	1
264	1
265	1
266	1
267	1
268	1
269	1
270	1
271	1
272	1
273	1
274	1
275	1
276	1
277	1
278	1
279	1
280	1
281	1
282	1
283	1
284	1
285	1
286	1
287	1
288	1
289	1
290	1
291	1
292	1
293	1
294	1
295	1
296	1
297	1
298	1
299	1
300	1
301	1
302	1
303	1
304	1
305	1
306	1
307	1
308	1
309	1
310	1
311	1
312	1
313	1
314	1
315	1
316	1
317	1
318	1
319	1
320	1
321	1
322	1
323	1
324	1
325	1
326	1
327	1
328	1
329	1
330	1
